ueIndex,imsi,class,perUeCapBps,packetSizeBytes,rnti,avgSinrDb,sinrStdDb,sinrSampleCount,avgMcs,rlcRxBytes,rlcMeanDelayS,pdcpRxBytes,pdcpMeanDelayS,flowId,txBytes,rxBytes,txPackets,rxPackets,lostPackets,meanDelayMs
0,1,mMTC,3000,100,1,63.47030000000001,0.0,42,27.333333333333332,9156,0.00118333,9072,0.00143473,9,8988,8988,42,42,0,1.435152380952381
1,2,mMTC,3000,100,2,63.62670000000001,0.0,85,27.67058823529412,8925,0.00118277,8755,0.00142607,21,8585,8585,85,85,0,1.4263058823529413
2,3,mMTC,3000,100,3,64.1317,0.0,33,27.151515151515152,3168,0.00118333,3102,0.00141583,25,3036,3036,33,33,0,1.4160545454545455
3,4,mMTC,3000,100,4,63.7293,0.0,118,27.76271186440678,15340,0.00118323,15104,0.00144243,13,14868,14868,118,118,0,1.4427118644067796
4,5,mMTC,3000,100,5,63.9376,0.0,23,26.782608695652176,4876,0.00119161,4830,0.00142867,23,4784,4784,23,23,0,1.429104347826087
5,6,mMTC,3000,100,6,63.76059999999999,0.0,84,27.67058823529412,17136,0.00118163,16968,0.0014357,8,17000,16800,85,84,0,1.436107142857143
6,7,mMTC,3000,100,7,63.635799999999996,0.0,3,18.666666666666668,732,0.00124286,726,0.00151892,26,720,720,3,3,0,1.5193866666666667
7,8,mMTC,3000,100,8,63.8314,0.0,87,27.67816091954023,10005,0.00118579,9831,0.00144093,20,9657,9657,87,87,0,1.4411839080459772
8,9,mMTC,3000,100,9,63.6977,0.0,24,26.833333333333332,4680,0.0011878,4632,0.0014673,22,4584,4584,24,24,0,1.4676875
9,10,mMTC,3000,100,10,63.75790000000001,0.0,19,26.526315789473685,3781,0.00118834,3743,0.00142367,24,3705,3705,19,19,0,1.4240684210526318
10,11,Web,133000,600,11,63.9882,0.0,394,27.85786802030457,354095,0.00118158,353307,0.0014314,6,352521,352521,393,393,0,1.4329694656488547
11,12,Web,133000,600,12,63.6021,0.0,282,27.80141843971631,195578,0.00118257,195014,0.00143412,17,194452,194452,281,281,0,1.4353487544483985
12,13,Web,133000,600,26,64.0332,0.0,831,27.898916967509024,808279,0.00118226,806617,0.00143221,15,804959,804959,829,829,0,1.4339083232810617
13,14,Web,133000,600,27,63.946200000000005,0.0,542,27.89667896678967,449032,0.00118138,447948,0.00143209,4,446866,446866,541,541,0,1.4335397412199629
14,15,Mobile,166000,800,28,64.0069,0.0,136,27.38235294117647,186398,0.00122526,186126,0.00147353,19,185858,185858,134,134,0,1.4759253731343283
15,16,Mobile,166000,800,29,63.5421,0.0,551,27.8475499092559,652765,0.00118199,651663,0.00143403,14,650565,650565,549,549,0,1.4360910746812385
16,17,Mobile,166000,800,30,63.415,0.0,1543,27.963707064160726,889736,0.00117948,886650,0.00143023,18,883566,883566,1542,1542,0,1.4312645914396889
17,18,Mobile,166000,800,31,63.8885,0.0,461,27.817787418655097,554935,0.00118072,554013,0.00143095,5,553095,553095,459,459,0,1.4330457516339867
18,19,VoD,725000,1200,32,63.7324,0.0,1858,27.954790096878362,2286596,0.00117814,2282880,0.00142872,11,2279168,2279168,1856,1856,0,1.4308512931034483
19,20,VoD,725000,1200,33,64.051,0.0,2125,27.960470588235292,2615540,0.00117612,2611290,0.00142626,3,2607044,2607044,2123,2123,0,1.4283937823834196
20,21,VoD,725000,1200,34,63.8462,0.0,1773,27.952622673434856,2181876,0.00117558,2178330,0.00142536,12,2174788,2174788,1771,1771,0,1.4274929418407678
21,22,Live,478000,1200,35,63.8979,0.0,1359,27.938189845474614,1671828,0.00117458,1669110,0.00142651,7,1666396,1666396,1357,1357,0,1.4286440677966101
22,23,Live,478000,1200,36,64.0655,0.0,1436,27.941504178272982,1766692,0.00117369,1763820,0.00142483,10,1760952,1760952,1434,1434,0,1.4269595536959554
23,24,Live,478000,1200,39,64.0302,0.0,1218,27.93103448275862,1498116,0.00117275,1495680,0.00142439,16,1493248,1493248,1216,1216,0,1.4265213815789475
24,25,V2X,99000,300,40,63.35799999999999,0.0,802,27.930174563591024,415721,0.00117196,414117,0.00142254,2,412515,412515,801,801,0,1.4234831460674158
